Event	Latitude	Longitude	Country	State	County	Status	Cancellations	Website
Wöhrder See parkrun	49.457993	11.108953	Germany	Bavaria	Middle Franconia	parkrunning	[]	https://www.parkrun.com.de/woehrdersee
Yamba parkrun	-29.435742	153.357271	Australia	New South Wales	Clarence Valley	parkrunning	[]	https://www.parkrun.com.au/yamba
Yarrabilba parkrun	-27.80288	153.10409	Australia	Queensland	Logan	parkrunning	[]	https://www.parkrun.com.au/yarrabilba
Yatton Recreation junior parkrun	51.387275	-2.813883	United Kingdom	England	North Somerset	junior parkrunning	[]	https://www.parkrun.org.uk/yattonrecreation-juniors
Yeldulknie Weir Trail parkrun	-33.70206	136.50305	Australia	South Australia	Cleve	parkrunning	[]	https://www.parkrun.com.au/yeldulknieweirtrail
Yeovil Rec junior parkrun	50.954606	-2.63893	United Kingdom	England	Somerset	junior parkrunning	[]	https://www.parkrun.org.uk/yeovilrec-juniors
Yeppoon parkrun	-23.128177	150.739086	Australia	Queensland	Livingstone	parkrunning	[]	https://www.parkrun.com.au/yeppoon
Yodogawa kasenkoen Hirakata chiku parkrun	34.816054	135.640623	Japan	Ōsaka	Hirakata	parkrunning	[]	https://www.parkrun.jp/yodogawakasenkoenhirakatachiku
Yokine parkrun	-31.911504	115.86113	Australia	Western Australia	Stirling	parkrunning	[]	https://www.parkrun.com.au/yokine
York parkrun	53.935375	-1.101379	United Kingdom	England	York	parkrunning	[]	https://www.parkrun.org.uk/york
You Yangs parkrun	-37.953582	144.40047	Australia	Victoria	Greater Geelong	parkrunning	[]	https://www.parkrun.com.au/youyangs
Yowie parkrun	-26.947949	152.562585	Australia	Queensland	Somerset	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'flooding'}]	https://www.parkrun.com.au/yowie
Yuuka Family Road parkrun	33.018002	130.673031	Japan	Kumamoto	Yamaga Shi	parkrunning	[]	https://www.parkrun.jp/yuukafamilyroad
Zandvlei parkrun	-34.091864	18.467067	South Africa	Western Cape	City of Cape Town	parkrunning	[]	https://www.parkrun.co.za/zandvlei
Ziegelwiese parkrun	51.49366	11.954659	Germany	Saxony-Anhalt		parkrunning	[]	https://www.parkrun.com.de/ziegelwiese
Zillmere parkrun	-27.361066	153.041015	Australia	Queensland	Brisbane	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Creek and surrounding area flooded'}]	https://www.parkrun.com.au/zillmere
Zuiderpark parkrun	52.057393	4.290593	Netherlands	South Holland	Gemeente Den Haag	parkrunning	[]	https://www.parkrun.co.nl/zuiderpark
parkrun Angarskie Prudy	55.881293	37.531678	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/angarskieprudy
parkrun Augustów	53.827144	22.999649	Poland	Podlasie	Powiat augustowski	parkrunning	[]	https://www.parkrun.pl/augustow
parkrun Babushkinsky na Yauze	55.874912	37.658104	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/babushkinskynayauze
parkrun Balashikha Zarechnaya	55.814864	37.960504	Russia	Moscow Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/balashikhazarechnaya
parkrun Belgorod Park Pobedy	50.591698	36.58556	Russia	Belgorod Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/belgorodparkpobedy
parkrun Białystok	53.121798	23.163993	Poland	Podlasie	Białystok	parkrunning	[]	https://www.parkrun.pl/bialystok
parkrun Bitsa	55.636872	37.548337	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/bitsa
parkrun Boeva Dacha	51.742339	36.20914	Russia	Kursk		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/boevadacha
parkrun Bulwar nad Wisłą	50.01101	19.11971	Poland	Silesia	Powiat pszczyński	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'we have a another event in our town.'}]	https://www.parkrun.pl/bulwarnadwisla
parkrun Butovo	55.538603	37.518704	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/butovo
parkrun Buzuluk Park Pushkina	52.791924	52.278283	Russia	Orenburg Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/buzulukparkpushkina
parkrun Bydgoszcz	53.130854	17.954564	Poland	Kujawsko-Pomorskie	Bydgoszcz	parkrunning	[]	https://www.parkrun.pl/bydgoszcz
parkrun Błonie	52.249399	17.076015	Poland	Greater Poland	Powiat poznański	parkrunning	[]	https://www.parkrun.pl/blonie
parkrun Charzykowy	53.736041	17.508248	Poland	Pomerania	Powiat chojnicki	parkrunning	[]	https://www.parkrun.pl/charzykowy
parkrun Cheboksary naberezhnaya	56.141279	47.23428	Russia	Chuvashia		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/cheboksarynaberezhnaya
parkrun Chelyabinsk	55.155104	61.360207	Russia	Chelyabinsk		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/chelyabinsk
parkrun Chelyabinsk Ekopark	55.196769	61.296591	Russia	Chelyabinsk		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/chelyabinskekopark
parkrun Chertanovo Pokrovsky Park	55.603235	37.62509	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/chertanovopokrovskypark
parkrun Chełm	51.131381	23.48152	Poland	Lublin	Chełm	parkrunning	[]	https://www.parkrun.pl/chelm
parkrun Chrzanów	50.129465	19.358722	Poland	Lesser Poland	Powiat chrzanowski	parkrunning	[]	https://www.parkrun.pl/chrzanow
parkrun Cieszyn	49.741202	18.629197	Poland	Silesia	Powiat cieszyński	parkrunning	[]	https://www.parkrun.pl/cieszyn
parkrun Dolgoprudny	55.937526	37.486263	Russia	Moscow Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/dolgoprudny
parkrun Druzhba	55.853702	37.485388	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/druzhba
parkrun Działdowo	53.249253	20.238476	Poland	Warmia-Masuria	Powiat działdowski	parkrunning	[]	https://www.parkrun.pl/dzialdowo
parkrun Dzierzgoń	53.92699	19.343325	Poland	Pomerania	Powiat sztumski	parkrunning	[]	https://www.parkrun.pl/dzierzgon
parkrun Dąbrówka	52.385438	16.736391	Poland	Greater Poland	Powiat poznański	parkrunning	[]	https://www.parkrun.pl/dabrowka
parkrun Ekomarina	53.875029	21.316257	Poland	Warmia-Masuria	Powiat mrągowski	parkrunning	[]	https://www.parkrun.pl/ekomarina
parkrun Elagin Ostrov	59.977319	30.260285	Russia	St.-Petersburg	Petrogradsky District	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/elaginostrov
parkrun Ełk	53.815245	22.354226	Poland	Warmia-Masuria	Powiat ełcki	parkrunning	[]	https://www.parkrun.pl/elk
parkrun Filatov Lug	55.594371	37.369968	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/filatovlug
parkrun Fili	55.749508	37.49067	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/fili
parkrun Gatchina Prioratsky	59.5565	30.122913	Russia	Leningradskaya Oblast'		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/gatchinaprioratsky
parkrun Gdańsk	54.41428	18.6017	Poland	Pomerania	Gdańsk	parkrunning	[]	https://www.parkrun.pl/gdansk
parkrun Gdańsk-Południe	54.316715	18.576999	Poland	Pomerania	Gdańsk	parkrunning	[]	https://www.parkrun.pl/gdanskpoludnie
parkrun Gdynia	54.502632	18.558699	Poland	Pomerania	Gdynia	parkrunning	[]	https://www.parkrun.pl/gdynia
parkrun Gorky Park	55.709559	37.561671	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/gorkypark
parkrun Gorodskoy Park Semya	55.643956	51.81936	Russia	Tatarstan Republic		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/gorodskoyparksemya
parkrun Gorzów Wielkopolski	52.743889	15.244891	Poland	Lubusz	Gorzów Wielkopolski	parkrunning	[]	https://www.parkrun.pl/gorzowwielkopolski
parkrun Gostyń	51.884368	16.992853	Poland	Greater Poland	Powiat gostyński	parkrunning	[]	https://www.parkrun.pl/gostyn
parkrun Grodzisk Mazowiecki	52.101019	20.63864	Poland	Mazovia	Powiat grodziski	parkrunning	[]	https://www.parkrun.pl/grodziskmazowiecki
parkrun Grudziądz	53.466701	18.753259	Poland	Kujawsko-Pomorskie	Grudziądz	parkrunning	[]	https://www.parkrun.pl/grudziadz
parkrun Gubernsky Park	54.484149	36.200927	Russia	Kaluga		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/gubernskypark
parkrun Głogów	51.656428	16.089986	Poland	Lower Silesia	Głogów County	parkrunning	[]	https://www.parkrun.pl/glogow
parkrun Internatsionalistov	59.859734	30.401156	Russia	St.-Petersburg	Frunzensky District	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/internatsionalistov
parkrun Izmailovo	55.787772	37.794319	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/izmailovo
parkrun Jabłonna	52.37452	20.914566	Poland	Mazovia	Powiat legionowski	parkrunning	[]	https://www.parkrun.pl/jablonna
parkrun Jelenia Góra	50.857558	15.678754	Poland	Lower Silesia	Jelenia Góra	parkrunning	[]	https://www.parkrun.pl/jeleniagora
parkrun Jezioro Górne, Kętrzyn	54.081372	21.379051	Poland	Warmia-Masuria	Powiat kętrzyński	parkrunning	[]	https://www.parkrun.pl/jeziorogorne
parkrun Jezioro Swarzędzkie	52.412499	17.06912	Poland	Greater Poland	Powiat poznański	parkrunning	[]	https://www.parkrun.pl/jezioroswarzedzkie
parkrun Jezioro Zatorze, Konin	52.24079	18.262056	Poland	Greater Poland	Konin	parkrunning	[]	https://www.parkrun.pl/jeziorozatorze
parkrun Kalisz	51.75628	18.100242	Poland	Greater Poland	Kalisz	parkrunning	[]	https://www.parkrun.pl/kalisz
parkrun Katowice	50.244676	19.00202	Poland	Silesia	Katowice	parkrunning	[]	https://www.parkrun.pl/katowice
parkrun Kazan Central	55.795315	49.15261	Russia	Tatarstan Republic		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/kazancentral
parkrun Khimki	55.894059	37.458377	Russia	Moscow Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/khimki
parkrun Kimry	56.853379	37.365918	Russia	Tver’ Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/kimry
parkrun Kolchugino City Park	56.284617	39.378435	Russia	Vladimir		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/kolchuginocitypark
parkrun Kolomenskoe	55.669668	37.675381	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/kolomenskoe
parkrun Kolpino	59.7379	30.595847	Russia	St.-Petersburg	Kolpinsky District	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/kolpino
parkrun Komsomolsky	55.342561	86.128125	Russia	Kemerovo Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/komsomolsky
parkrun Konstancin-Jeziorna	52.072417	21.12834	Poland	Mazovia	Powiat piaseczyński	parkrunning	[]	https://www.parkrun.pl/konstancinjeziorna
parkrun Korolev	55.909138	37.838838	Russia	Moscow Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/korolev
parkrun Koszalin	54.179399	16.210552	Poland	West Pomerania	Koszalin	parkrunning	[]	https://www.parkrun.pl/koszalin
parkrun Kołobrzeg	54.184504	15.575563	Poland	West Pomerania	Powiat kołobrzeski	parkrunning	[]	https://www.parkrun.pl/kolobrzeg
parkrun Kościan	52.093343	16.638064	Poland	Greater Poland	Powiat kościański	parkrunning	[]	https://www.parkrun.pl/koscian
parkrun Kraków	50.062313	19.90279	Poland	Lesser Poland	Kraków	parkrunning	[]	https://www.parkrun.pl/krakow
parkrun Krasnoyarsk Naberezhnaya	56.026669	92.938892	Russia	Krasnoyarskiy		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/krasnoyarsknaberezhnaya
parkrun Krylatskoe	55.772757	37.408767	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/krylatskoe
parkrun Kurgan Central Park	55.43232	65.326822	Russia	Kurgan Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/kurgancentralpark
parkrun Kutno	52.223814	19.349423	Poland	Łódź Voivodeship	Powiat kutnowski	parkrunning	[]	https://www.parkrun.pl/kutno
parkrun Kuzminki	55.69589	37.76998	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/kuzminki
parkrun Kędzierzyn-Koźle	50.353046	18.203561	Poland	Opole Voivodeship	Powiat kędzierzyńsko-kozielski	parkrunning	[]	https://www.parkrun.pl/kedzierzynkozle
parkrun Las Aniołowski	50.83462	19.139758	Poland	Silesia	Częstochowa	parkrunning	[]	https://www.parkrun.pl/lasaniolowski
parkrun Las Dębiński	52.367188	16.920031	Poland	Greater Poland	Poznań	parkrunning	[]	https://www.parkrun.pl/lasdebinski
parkrun Las Łagiewnicki	51.824704	19.472638	Poland	Łódź Voivodeship	Lodz	parkrunning	[]	https://www.parkrun.pl/laslagiewnicki
parkrun Lasek Marceliński	52.403769	16.853468	Poland	Greater Poland	Poznań	parkrunning	[]	https://www.parkrun.pl/lasekmarcelinski
parkrun Lebediny Ray	55.3194	42.183649	Russia	Nizhny Novgorod Oblast	Vyksunsky District	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/lebedinyray
parkrun Lesopark Severny	56.038587	37.837575	Russia	Moscow Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/lesoparkseverny
parkrun Leszno	51.851061	16.619139	Poland	Greater Poland	Leszno_County	parkrunning	[]	https://www.parkrun.pl/leszno
parkrun Lobnya Gorodskoy Park	56.012812	37.473187	Russia	Moscow Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/lobnyagorodskoypark
parkrun Lubin	51.380777	16.200271	Poland	Lower Silesia	Lubin County	parkrunning	[]	https://www.parkrun.pl/lubin
parkrun Magnitogorsk Ecopark	53.405253	58.94911	Russia	Chelyabinsk		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/magnitogorskecopark
parkrun Maykop Gorodskoy Park	44.599513	40.10295	Russia	Adygeya Republic		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/maykopgorodskoypark
parkrun Mały Jeziorak	53.596551	19.553879	Poland	Warmia-Masuria	Powiat iławski	parkrunning	[]	https://www.parkrun.pl/malyjeziorak
parkrun Mega Park Kudrovo	59.89622	30.514137	Russia	Leningradskaya Oblast'		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/megaparkkudrovo
parkrun Memorialny Park	52.965778	36.070111	Russia	Orel Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/memorialnypark
parkrun Meshchersky	55.667123	37.404714	Russia	Moscow Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/meshchersky
parkrun Mikhalkovo	55.843719	37.516676	Russia	Moscow		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/mikhalkovo
parkrun Mitino	55.839559	37.367644	Russia	Moscow Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/mitino
parkrun Moskovsky Park Pobedy	59.868919	30.322104	Russia	St.-Petersburg	Moskovsky District	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/moskovskyparkpobedy
parkrun Muromets	55.577956	42.021132	Russia	Vladimir		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/muromets
parkrun Mytishchi Central Park	55.910175	37.740903	Russia	Moscow Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/mytishchicentralpark
parkrun Naberezhnaya Reki Velikoy	57.816183	28.33026	Russia	Pskov Oblast		5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Events suspended in Russia'}]	https://www.parkrun.ru/naberezhnayarekivelikoy
